Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1994-0084-USA,1994,84,Technological,Technological,Transport accident,Air,,F-16 and C-130,Kill,United States of America (the),USA,Northern America,Americas,North Carolina,,,,,,,,,,,,,,1994,3,23,1994,3,23,20,122,,,122,,,,57.97797424
1994-0144-USA,1994,144,Technological,Technological,Transport accident,Air,,Jet,Kill,United States of America (the),USA,Northern America,Americas,Washington,,,,,,,,,,,,,,1994,6,18,1994,6,18,12,,,,,,,,57.97797424
1994-0158-USA,1994,158,Technological,Technological,Transport accident,Air,,DC-9,Kill,United States of America (the),USA,Northern America,Americas,Charlotte (North Carolina),,,,,,,,,,,,,,1994,7,2,1994,7,2,18,20,,,20,,,,57.97797424
1994-0206-USA,1994,206,Technological,Technological,Transport accident,Air,,Boeing 737-300,Kill,United States of America (the),USA,Northern America,Americas,Pittsburgh,,,,,,,,,,,,,,1994,9,8,1994,9,8,132,,,,,,,,57.97797424
1994-0551-USA,1994,551,Technological,Technological,Transport accident,Air,,ATR 72,Kill,United States of America (the),USA,Northern America,Americas,Chicago,,,,,,,,,,,,,,1994,10,31,1994,10,31,68,,,,,,,,57.97797424
1994-0593-USA,1994,593,Technological,Technological,Transport accident,Air,,,Kill,United States of America (the),USA,Northern America,Americas,Raleigh Durham (North Carolina),,,,,,,,,,,,,,1994,12,13,1994,12,13,15,,,,,,,,57.97797424
1994-0719-USA,1994,719,Technological,Technological,Transport accident,Rail,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,,,,,,,1994,5,16,1994,5,16,1,370,,,370,,,,57.97797424
1994-0085-USA,1994,85,Technological,Technological,Industrial accident,Explosion,,Pipeline,Declar,United States of America (the),USA,Northern America,Americas,Ediso area (New Jersey),,,,,,,,,m3,,,,,1994,3,24,1994,3,24,1,58,,,58,,,,57.97797424
1994-0109-USA,1994,109,Technological,Technological,Industrial accident,Explosion,,,Affect,United States of America (the),USA,Northern America,Americas,Balch Springs (Texas),,,,,,,,,m3,,,,,1994,4,14,1994,4,14,,,4000,,4000,,,,57.97797424
1994-0136-USA,1994,136,Technological,Technological,Industrial accident,Explosion,,Chemical plant,Affect,United States of America (the),USA,Northern America,Americas,Belpre (Ohio),,,,,,,,,m3,,,,,1994,5,27,1994,5,27,3,,1700,,1700,,,33000,57.97797424
1994-0141-USA,1994,141,Technological,Technological,Industrial accident,Explosion,,Storey home for eldery,Affect,United States of America (the),USA,Northern America,Americas,Allentown (Pennsylvania),,,,,,,,,m3,,,,,1994,6,13,1994,6,13,1,79,,300,379,,,,57.97797424
1994-0544-USA,1994,544,Technological,Technological,Industrial accident,Gas leak,,Pipeline,Affect,United States of America (the),USA,Northern America,Americas,Houston,,,,,,,,,m3,,,,,1994,10,21,1994,10,21,,,530,,530,,,,57.97797424
1994-0592-USA,1994,592,Technological,Technological,Industrial accident,Fire,,Plastic pipe factory,Affect,United States of America (the),USA,Northern America,Americas,Samson (Alabama),,,,,,,,,m3,,,,,1994,12,6,1994,12,6,,,3000,,3000,,,,57.97797424
1994-0106-USA,1994,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Arkansas, Colorado, Kansas, Nebraska, Iowa, South Dakota, illinois, Indiana, Minnesota",,,,,,,,,Kph,,,,,1994,4,26,1994,4,26,3,60,,,60,,800,100000,57.97797424
1994-0146-USA,1994,146,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,"Georgia, Alabama, Kentucky, North Carolina, South Carolina",,,,,,,,,Kph,,,,,1994,6,27,1994,6,27,2,18,300,,318,,,,57.97797424
1995-0489-USA,1995,489,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,"texas, Oklahoma, Kansas, Ohio, Pennsylvannia",,Flood,Hail,,No,No,,,Kph,,,,,1995,5,22,1995,5,25,3,,,,,,50000,,59.60449489
1995-0492-USA,1995,492,Natural,Meteorological,Storm,,,,SigDam,United States of America (the),USA,Northern America,Americas,"California, Oregon, washington",,Cold wave,,,No,No,,,Kph,,,,,1995,12,11,1995,12,13,6,,,,,,240000,,59.60449489
1995-0245-USA,1995,245,Natural,Meteorological,Storm,Tropical cyclone,,Opal,Kill,United States of America (the),USA,Northern America,Americas,"Florida, Georgia, Alabama, North Carolina",,Flood,,,No,No,,200,Kph,,,,,1995,10,4,1995,10,8,19,,78000,,78000,,2500000,3000000,59.60449489
1995-0404-USA,1995,404,Natural,Meteorological,Storm,Tropical cyclone,,Erin,Kill,United States of America (the),USA,Northern America,Americas,"Florida, Alabama, Mississipi",,Flood,,,No,No,,135,Kph,,,,,1995,7,31,1995,8,6,11,,6000,,6000,,375000,700000,59.60449489
1995-0026-USA,1995,26,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,"California, Oregon, Florida, North Carolina, Middle West",,Flood,,,No,No,,,Kph,,,,,1995,1,6,1995,1,10,20,,,,,,470000,845000,59.60449489
1995-0041-USA,1995,41,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,"California, Washington, Oregon, Nevada, Texas",,Flood,,,No,Yes,,,Kph,,,,,1995,3,8,1995,3,20,33,,,2000,2000,,666000,2000000,59.60449489
1995-0083-USA,1995,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,"Alabama, Colorado, Illinois, Indiana, Kansas, Kentucky, Louisiana, Maryland, Mississippi, Missouri, Nebraska, Oklahoma, Texas, Tennessee, Virginia",,,,,No,No,,129,Kph,,,,,1995,5,16,1995,5,19,5,60,,,60,,360000,3000000,59.60449489
1995-0045-USA,1995,45,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,Louisiana (New orleans),Heavy rains,,,,No,No,,19340,Km2,,,,,1995,5,7,1995,5,13,6,,20000,,20000,,,3000000,59.60449489
1995-0481-USA,1995,481,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,"Wsahington, Oregon",Rain and snowmelt,,,,No,No,,111700,Km2,,,,"Skagit, Snohomish, Cowlitz",1995,11,28,1995,12,10,2,,15000,,15000,,,100000,59.60449489
1995-0483-USA,1995,483,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Alaska,Heavy rain,,,,No,No,,50390,Km2,,,,,1995,9,18,1995,10,16,,,300,,300,,,10000,59.60449489
1995-0488-USA,1995,488,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,"Mississippi, Missouri, Illinois, Kansas, Nebarska, Oklahoma",Heavy rain,,,,No,No,,472100,Km2,,,,,1995,5,10,1995,6,1,3,,5000,,5000,,,10000,59.60449489
1995-0208-USA,1995,208,Natural,Meteorological,Storm,Tropical cyclone,,Marilyn,Affect,United States of America (the),USA,Northern America,Americas,,,,,,No,No,,,Kph,,,,,1995,9,14,1995,9,19,8,,,,,,875000,2100000,59.60449489
1995-0288-USA,1995,288,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,United States of America (the),USA,Northern America,Americas,"Atlanta, Detroit, Philadelphia, Chicago, Milwaukee",,,,,,,,,°C,,,,,1995,12,9,1995,12,9,40,,,,,,,,59.60449489
1995-0150-USA,1995,150,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,"Missouri, Oklahoma, Ilinois, Wisconsin, Iowa, New-York, Chicago, Washington (Dc)",,,,,,,,,°C,,,,,1995,7,14,1995,7,14,670,,,,,,,,59.60449489
1995-0242-USA,1995,242,Technological,Technological,Transport accident,Air,,Awacs E-3B,Kill,United States of America (the),USA,Northern America,Americas,Anchorage,,,,,,,,,,,,,,1995,9,22,1995,9,22,24,,,,,,,,59.60449489
1995-0263-USA,1995,263,Technological,Technological,Transport accident,Air,,BAe Jetstream Super 31,Kill,United States of America (the),USA,Northern America,Americas,North Carolina,,,,,,,,,,,,,,1995,10,24,1995,10,24,15,,,,,,,,59.60449489
1995-0120-USA,1995,120,Technological,Technological,Transport accident,Rail,,,Govern,United States of America (the),USA,Northern America,Americas,New York City,,,,,,,,,,,,,,1995,6,5,1995,6,5,1,80,,,80,,,,59.60449489
1995-0405-USA,1995,405,Technological,Technological,Transport accident,Rail,,Amtrak sunset limited,Affect,United States of America (the),USA,Northern America,Americas,Phoenix,,,,,,,,,,,,,,1995,10,9,1995,10,9,1,100,,,100,,,,59.60449489
1995-0160-USA,1995,160,Technological,Technological,Industrial accident,Explosion,,Refinery,Affect,United States of America (the),USA,Northern America,Americas,Texas City,,,,,,,,,m3,,,,,1995,7,25,1995,7,25,,105,,,105,,,,59.60449489
1995-0039-USA,1995,39,Technological,Technological,Industrial accident,Fire,,Chemical supply company,Affect,United States of America (the),USA,Northern America,Americas,Mineapolis,,,,,,,,,m3,,,,,1995,2,28,1995,2,28,,,200,,200,,,,59.60449489
1995-0144-USA,1995,144,Technological,Technological,Miscellaneous accident,Collapse,,Building (balcony),Affect,United States of America (the),USA,Northern America,Americas,St Louis (Missouri),,,,,,,,,,,,,,1995,7,6,1995,7,6,,200,,,200,,,,59.60449489
1995-0046-USA,1995,46,Natural,Hydrological,Flood,,,,Affect,United States of America (the),USA,Northern America,Americas,South Dakota,,,,,,,,,Km2,,,,,1995,5,8,1995,5,8,,,75000,,75000,,,,59.60449489
1995-0073-USA,1995,73,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,"Texas, Los Angeles, New Mexique, Dallas, Fort Worth",,,,,No,No,,113,Kph,,,,,1995,5,5,1995,5,6,18,100,,,100,,1100000,2000000,59.60449489
1995-0143-USA,1995,143,Natural,Hydrological,Flood,,,,Govern,United States of America (the),USA,Northern America,Americas,Blue Ridge Mountain Canyon,,,,,,,,,Km2,,,,,1995,7,2,1995,7,2,8,,,,,,,125000,59.60449489
1995-0403-USA,1995,403,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Missourri, Kansas, Arkanasas, Los Angeles, Mississipi, Iowa, Illinois",,,,,,,,113,Kph,,,,,1995,5,7,1995,5,7,27,,,,,,360000,,59.60449489
1996-0295-USA,1996,295,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,"Washington, Oregon, Nevada, Idaho",Rain and snowmelt,Rain,,,No,No,,,Km2,,,,"Chehalis, Tualatin rivers",1996,12,27,1997,1,3,28,,18100,,18100,,,1500000,61.35162973
1996-0199-USA,1996,199,Natural,Meteorological,Storm,Tropical cyclone,,Fran,Kill,United States of America (the),USA,Northern America,Americas,"North Carolina, South Carolina, Virginia, Maryland, West Virginia, Pennsylvania, Ohio, Washington DC",,Flood,,,No,No,,193,Kph,,,,,1996,9,5,1996,9,11,39,,4000,,4000,,1600000,3400000,61.35162973
1996-0274-USA,1996,274,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,Texas,,,,,,,,,Kph,,,,,1996,11,25,1996,11,25,19,,,,,,,,61.35162973
1996-0454-USA,1996,454,Natural,Meteorological,Storm,Convective storm,Tornado,,Affect,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi, Missouri, Iowa, Illinois, Indiana, Kentucky, Tennessee",,,,,,,,,Kph,,,,,1996,4,19,1996,4,19,6,107,,,107,,305000,,61.35162973
1996-0449-USA,1996,449,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Indiana, Ohio, Kentucky, West Virginia, North Carolina, Virginia, Maryland, Delaware, Pennsylvania, New Jersey, New York, Connecticut, Massachusetts, Vermont, New Hampshire",,,,,,,,,Kph,,,,,1996,1,6,1996,1,6,32,,,,,,600000,,61.35162973
1996-0450-USA,1996,450,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Maryland, Pennsylvania, New Jersey, New York, Connecticut",,,,,,,,,Kph,,,,,1996,1,12,1996,1,12,120,,,,,,90000,,61.35162973
1996-0451-USA,1996,451,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Minnesota, Wisconsin, Michigan, Iowa, Nebraska, Kansas, Oklahoma, Texas, Louisiana, Arkansas, Missouri, Illinois, Indiana, Kentucky, Tennessee, Mississipi, Alabama, Florida, Georgia, S & N Carolina, Virgina, West Virginia, Maryland, Delaware, Pennsylvania, New Jersey, New York +",,,,,,,,,Kph,,,,,1996,1,31,1996,1,31,59,,,,,,735000,,61.35162973
1996-0453-USA,1996,453,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,"Arkansas, Louisiana, Mississippi, Alabama, Tannesse, Georgia",,,,,,,,,Kph,,,,,1996,3,5,1996,3,5,6,24,,,24,,110000,,61.35162973
1996-0455-USA,1996,455,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,"Kansas, Missouri, Illinois, Indiana, Ohio",,,,,,,,146,Kph,,,,,1996,4,27,1996,4,27,6,,,,,,70000,,61.35162973
1996-0015-USA,1996,15,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,"Nevada, Arizona, New Mexico, Texas, Arkansas, Mississippi, Missouri, Minnesota,Virginia, Maryland, Delaware, Pennsylvania, New Jersey, New York, Connecticut, Massachusetts",Snowmelt,,,,No,Yes,,136100,Km2,,,,"Ohio, Delaware, Schuylkill, Susquehanna, Allegheny, Monongahela, Neversink, Conhocton, Canisteo",1996,1,15,1996,1,21,35,,200000,,200000,,395000,700000,61.35162973
1996-0031-USA,1996,31,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,"Washington, Oregon, Idaho, Montana","Heavy rains, Snowmlet",,,,No,No,,482600,Km2,,,,"Willamette, Columbia",1996,2,7,1996,2,13,7,,24900,,24900,,80000,500000,61.35162973
1996-0494-USA,1996,494,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Western Pennsylvania,Heavy rain,,,,No,No,,53520,Km2,,,,Ohio,1996,7,18,1996,7,21,2,,115,,115,,,20000,61.35162973
1996-0250-USA,1996,250,Natural,Climatological,Wildfire,Forest fire,,,Govern,United States of America (the),USA,Northern America,Americas,California,,,,,,,,81,Km2,,,,,1996,10,19,1996,10,19,,,,,,,,8500,61.35162973
1996-0452-USA,1996,452,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,SigDam,United States of America (the),USA,Northern America,Americas,"Texas, Kensas, Oklahoma",,,,,,,,1000,Km2,,,,,1996,2,24,1996,2,24,1,50,,,50,,,,61.35162973
1996-0092-USA,1996,92,Technological,Technological,Transport accident,Air,,DC-9,Kill,United States of America (the),USA,Northern America,Americas,Near Miami,,,,,,,,,,,,,,1996,5,11,1996,5,11,109,,,,,,,,61.35162973
1996-0165-USA,1996,165,Technological,Technological,Transport accident,Air,,Boeing 747-131,Kill,United States of America (the),USA,Northern America,Americas,Near New York,,,,,,,,,,,,,,1996,7,17,1996,7,17,229,,,,,,,,61.35162973
1996-0271-USA,1996,271,Technological,Technological,Transport accident,Air,,Small aircraft,Kill,United States of America (the),USA,Northern America,Americas,Quincy (Illinois),,,,,,,,,,,,,,1996,11,19,1996,11,19,13,,,,,,,,61.35162973
1996-0276-USA,1996,276,Technological,Technological,Transport accident,Air,,C-130 Hercules,Kill,United States of America (the),USA,Northern America,Americas,Cape Mendocino (California),,,,,,,,,,,,,,1996,11,23,1996,11,23,10,,,,,,,,61.35162973
